,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
100,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
101,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
102,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
103,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
104,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
105,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
106,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
107,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
108,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
109,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
110,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
111,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
112,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
113,B,闪耀黑,无对比颜色,AZ62GCY0000259,燃油,两驱
114,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
115,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
116,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
117,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
118,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
119,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
120,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
121,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
122,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
123,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
124,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
125,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
126,B,水晶珍珠白,石黑,AZ32GCY0000236,燃油,两驱
127,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
128,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
129,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
130,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
131,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
132,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
133,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
134,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
135,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
136,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
137,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
138,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
139,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
140,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
141,B,闪耀黑,无对比颜色,AZ64GCY0000294,燃油,四驱
142,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
143,A,天空灰,无对比颜色,BZ12GCY0000266,燃油,两驱
144,A,水晶珍珠白,无对比颜色,BZ12GCY0000244,燃油,两驱
145,A,天空灰,石黑,BZ12GCY0000291,燃油,两驱
146,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
147,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
148,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
149,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
150,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
151,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
152,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
153,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
154,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
155,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
156,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
157,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
158,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
159,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
160,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
161,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
162,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
163,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
164,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
165,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
166,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
167,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
168,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
169,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
170,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
171,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
172,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
173,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
174,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
175,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
176,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
177,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
178,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
179,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
180,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
181,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
182,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
183,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
184,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
185,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
186,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
187,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
188,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
189,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
190,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
191,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
192,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
193,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
194,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
195,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
196,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
197,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
198,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
199,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
200,A,天空灰,无对比颜色,BZ12GCY0000307,燃油,两驱
201,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
202,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
203,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
204,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
205,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
206,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
207,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
208,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
209,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
210,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
211,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
212,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
213,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
214,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
215,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
216,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
217,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
218,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
219,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
220,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
221,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
222,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
223,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
224,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
225,B,闪耀黑,无对比颜色,AZ64GCY0000280,燃油,四驱
226,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
227,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
228,A,天空灰,无对比颜色,BZ12GCY0000307,燃油,两驱
229,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
230,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
231,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
232,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
233,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
234,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
235,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
236,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
237,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
238,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
239,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
240,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
241,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
242,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
243,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
244,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
245,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
246,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
247,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
248,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
249,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
250,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
251,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
252,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
253,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
254,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
255,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
256,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
257,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
258,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
259,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
260,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
261,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
262,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
263,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
264,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
265,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
266,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
267,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
268,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
269,A,水晶珍珠白,石黑,AZ64GCY0000289,燃油,四驱
270,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
271,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
272,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
273,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
274,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
275,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
276,B,薄雾灰,石黑,AZ32GCY0000277,燃油,两驱
277,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
278,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
279,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
280,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
281,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
282,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
283,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
284,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
285,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
286,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
287,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
288,A,闪耀黑,无对比颜色,BZ12GCY0000247,燃油,两驱
289,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
290,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
291,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
292,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
293,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
294,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
295,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
296,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
297,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
298,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
299,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
300,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
301,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
302,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
303,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
304,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
305,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
306,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
307,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
308,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
309,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
310,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
311,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
312,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
313,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
314,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
315,B,闪耀黑,石黑,AZ32GCY0000310,燃油,两驱
316,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
317,A,天空灰,无对比颜色,BZ12GCY0000266,燃油,两驱
318,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
319,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
320,B,薄雾灰,石黑,AZ32GCY0000240,燃油,两驱
321,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
322,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
323,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
324,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
325,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
326,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
327,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
328,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
329,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
330,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
331,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
332,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
333,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
334,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
335,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
336,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
337,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
338,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
339,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
340,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
341,A,天空灰,无对比颜色,BZ12GCY0000307,燃油,两驱
342,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
343,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
344,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
345,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
346,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
347,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
348,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
349,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
350,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
351,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
352,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
353,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
354,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
355,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
356,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
357,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
358,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
359,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
360,B,闪耀黑,无对比颜色,AZ62GCY0000259,燃油,两驱
361,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
362,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
363,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
364,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
365,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
366,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
367,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
368,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
369,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
370,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
371,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
372,A,闪耀黑,无对比颜色,BZ12GCY0000242,燃油,两驱
373,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
374,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
375,A,明亮红,石黑,BZ14GCY0000295,燃油,四驱
376,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
377,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
378,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
379,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
380,A,水晶珍珠白,石黑,AZ64GCY0000289,燃油,四驱
381,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
382,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
383,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
384,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
385,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
386,A,闪耀黑,无对比颜色,BZ12GCY0000247,燃油,两驱
387,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
388,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
389,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
390,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
391,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
392,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
393,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
394,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
395,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
396,A,闪耀黑,无对比颜色,BZ12GCY0000241,燃油,两驱
397,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
398,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
399,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
