,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
191,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
192,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
193,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
194,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
195,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
196,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
197,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
198,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
199,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
200,B,薄雾灰,石黑,AZ32GCY0000254,燃油,两驱
201,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
202,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
203,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
204,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
205,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
206,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
207,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
208,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
209,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
210,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
211,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
212,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
213,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
214,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
215,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
216,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
217,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
218,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
219,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
220,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
221,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
222,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
223,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
224,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
225,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
226,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
227,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
228,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
229,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
230,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
231,B,闪耀黑,无对比颜色,AZ62GCY0000259,燃油,两驱
232,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
233,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
234,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
235,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
236,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
237,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
238,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
239,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
240,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
241,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
242,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
243,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
244,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
245,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
246,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
247,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
248,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
249,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
250,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
251,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
252,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
253,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
254,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
255,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
256,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
257,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
258,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
259,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
260,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
261,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
262,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
263,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
264,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
265,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
266,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
267,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
268,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
269,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
270,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
271,B,明亮红,石黑,AZ32GCY0000297,燃油,两驱
272,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
273,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
274,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
275,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
276,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
277,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
278,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
279,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
280,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
281,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
282,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
283,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
284,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
285,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
286,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
287,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
288,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
289,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
290,A,水晶珍珠白,石黑,AZ64GCY0000289,燃油,四驱
291,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
292,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
293,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
294,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
295,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
296,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
297,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
298,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
299,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
300,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
301,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
302,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
303,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
304,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
305,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
306,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
307,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
308,B,水晶珍珠白,石黑,AZ64GCY0000303,燃油,四驱
309,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
310,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
311,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
312,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
313,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
314,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
315,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
316,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
317,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
318,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
319,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
320,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
321,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
322,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
323,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
324,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
325,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
326,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
327,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
328,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
329,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
330,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
331,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
332,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
333,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
334,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
335,A,天空灰,无对比颜色,BZ12GCY0000307,燃油,两驱
336,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
337,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
338,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
339,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
340,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
341,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
342,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
343,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
344,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
345,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
346,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
347,B,薄雾灰,石黑,AZ32GCY0000286,燃油,两驱
348,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
349,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
350,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
351,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
352,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
353,B,水晶珍珠白,石黑,AZ32GCY0000283,燃油,两驱
354,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
355,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
356,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
357,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
358,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
359,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
360,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
361,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
362,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
363,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
364,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
365,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
366,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
367,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
368,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
369,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
370,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
371,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
372,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
373,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
374,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
375,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
376,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
377,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
378,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
379,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
380,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
381,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
382,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
383,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
384,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
385,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
386,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
387,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
388,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
389,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
390,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
391,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
392,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
393,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
394,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
395,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
396,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
397,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
398,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
