,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
113,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
114,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
115,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
116,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
117,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
118,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
119,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
120,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
121,A,探索绿,闪耀黑,BZ14GCY0000270,燃油,四驱
122,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
123,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
124,B,薄雾灰,石黑,AZ32GCY0000296,燃油,两驱
125,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
126,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
127,A,闪耀黑,无对比颜色,BZ12GCY0000247,燃油,两驱
128,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
129,B,闪耀黑,石黑,AZ32GCY0000310,燃油,两驱
130,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
131,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
132,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
133,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
134,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
135,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
136,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
137,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
138,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
139,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
140,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
141,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
142,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
143,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
144,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
145,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
146,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
147,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
148,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
149,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
150,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
151,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
152,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
153,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
154,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
155,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
156,B,闪耀黑,无对比颜色,AZ64GCY0000294,燃油,四驱
157,A,探索绿,闪耀黑,BZ14GCY0000270,燃油,四驱
158,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
159,B,飞行蓝,石黑,AZ62GCY0000301,燃油,两驱
160,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
161,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
162,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
163,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
164,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
165,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
166,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
167,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
168,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
169,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
170,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
171,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
172,B,液态灰,无对比颜色,AZ32GCY0000290,燃油,两驱
173,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
174,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
175,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
176,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
177,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
178,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
179,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
180,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
181,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
182,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
183,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
184,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
185,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
186,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
187,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
188,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
189,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
190,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
191,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
192,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
193,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
194,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
195,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
196,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
197,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
198,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
199,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
200,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
201,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
202,A,水晶珍珠白,无对比颜色,BZ12GCY0000244,燃油,两驱
203,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
204,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
205,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
206,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
207,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
208,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
209,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
210,B,闪耀黑,无对比颜色,AZ64GCY0000294,燃油,四驱
211,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
212,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
213,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
214,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
215,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
216,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
217,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
218,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
219,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
220,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
221,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
222,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
223,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
224,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
225,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
226,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
227,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
228,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
229,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
230,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
231,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
232,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
233,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
234,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
235,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
236,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
237,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
238,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
239,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
240,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
241,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
242,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
243,B,闪耀黑,无对比颜色,AZ62GCY0000259,燃油,两驱
244,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
245,B,水晶珍珠白,石黑,AZ32GCY0000236,燃油,两驱
246,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
247,B,水晶珍珠白,石黑,AZ32GCY0000268,燃油,两驱
248,A,水晶珍珠白,石黑,AZ62GCY0000239,燃油,两驱
249,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
250,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
251,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
252,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
253,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
254,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
255,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
256,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
257,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
258,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
259,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
260,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
261,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
262,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
263,B,水晶珍珠白,石黑,AZ32GCY0000268,燃油,两驱
264,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
265,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
266,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
267,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
268,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
269,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
270,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
271,B,水晶珍珠白,石黑,AZ64GCY0000303,燃油,四驱
272,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
273,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
274,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
275,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
276,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
277,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
278,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
279,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
280,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
281,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
282,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
283,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
284,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
285,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
286,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
287,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
288,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
289,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
290,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
291,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
292,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
293,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
294,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
295,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
296,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
297,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
298,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
299,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
300,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
301,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
302,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
303,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
304,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
305,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
306,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
307,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
308,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
309,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
310,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
311,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
312,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
313,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
314,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
315,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
316,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
317,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
318,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
319,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
320,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
321,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
322,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
323,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
324,B,闪耀黑,无对比颜色,AZ32GCY0000265,燃油,两驱
325,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
326,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
327,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
328,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
329,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
330,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
331,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
332,A,天空灰,无对比颜色,BZ12GCY0000266,燃油,两驱
333,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
334,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
335,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
336,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
337,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
338,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
339,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
340,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
341,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
342,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
343,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
344,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
345,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
346,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
347,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
348,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
349,B,液态灰,无对比颜色,AZ32GCY0000290,燃油,两驱
350,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
351,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
352,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
353,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
354,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
355,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
356,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
357,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
358,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
359,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
360,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
361,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
362,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
363,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
364,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
365,B,闪耀黑,无对比颜色,AZ64GCY0000294,燃油,四驱
366,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
367,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
368,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
369,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
370,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
371,B,水晶珍珠白,石黑,AZ64GCY0000303,燃油,四驱
372,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
373,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
374,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
375,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
376,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
377,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
378,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
379,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
380,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
381,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
382,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
383,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
384,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
385,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
386,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
387,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
388,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
389,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
390,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
391,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
392,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
393,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
394,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
395,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
396,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
397,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
