,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
66,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
67,A,天空灰,无对比颜色,BZ12GCY0000266,燃油,两驱
68,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
69,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
70,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
71,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
72,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
73,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
74,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
75,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
76,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
77,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
78,B,液态灰,无对比颜色,AZ32GCY0000290,燃油,两驱
79,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
80,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
81,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
82,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
83,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
84,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
85,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
86,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
87,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
88,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
89,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
90,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
91,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
92,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
93,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
94,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
95,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
96,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
97,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
98,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
99,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
100,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
101,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
102,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
103,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
104,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
105,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
106,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
107,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
108,A,天空灰,无对比颜色,BZ12GCY0000307,燃油,两驱
109,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
110,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
111,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
112,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
113,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
114,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
115,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
116,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
117,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
118,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
119,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
120,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
121,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
122,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
123,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
124,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
125,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
126,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
127,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
128,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
129,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
130,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
131,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
132,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
133,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
134,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
135,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
136,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
137,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
138,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
139,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
140,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
141,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
142,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
143,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
144,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
145,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
146,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
147,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
148,B,明亮红,石黑,AZ32GCY0000297,燃油,两驱
149,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
150,A,天空灰,石黑,BZ12GCY0000291,燃油,两驱
151,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
152,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
153,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
154,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
155,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
156,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
157,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
158,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
159,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
160,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
161,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
162,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
163,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
164,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
165,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
166,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
167,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
168,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
169,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
170,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
171,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
172,B,薄雾灰,石黑,AZ32GCY0000277,燃油,两驱
173,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
174,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
175,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
176,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
177,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
178,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
179,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
180,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
181,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
182,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
183,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
184,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
185,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
186,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
187,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
188,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
189,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
190,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
191,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
192,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
193,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
194,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
195,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
196,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
197,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
198,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
199,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
200,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
201,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
202,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
203,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
204,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
205,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
206,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
207,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
208,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
209,B,薄雾灰,石黑,AZ32GCY0000296,燃油,两驱
210,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
211,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
212,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
213,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
214,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
215,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
216,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
217,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
218,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
219,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
220,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
221,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
222,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
223,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
224,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
225,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
226,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
227,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
228,A,明亮红,石黑,BZ14GCY0000295,燃油,四驱
229,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
230,B,液态灰,无对比颜色,AZ32GCY0000290,燃油,两驱
231,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
232,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
233,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
234,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
235,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
236,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
237,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
238,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
239,B,薄雾灰,石黑,AZ32GCY0000240,燃油,两驱
240,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
241,B,水晶珍珠白,石黑,AZ32GCY0000261,燃油,两驱
242,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
243,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
244,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
245,B,薄雾灰,石黑,AZ32GCY0000286,燃油,两驱
246,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
247,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
248,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
249,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
250,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
251,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
252,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
253,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
254,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
255,B,明亮红,石黑,AZ64GCY0000282,燃油,四驱
256,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
257,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
258,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
259,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
260,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
261,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
262,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
263,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
264,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
265,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
266,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
267,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
268,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
269,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
270,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
271,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
272,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
273,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
274,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
275,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
276,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
277,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
278,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
279,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
280,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
281,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
282,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
283,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
284,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
285,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
286,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
287,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
288,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
289,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
290,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
291,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
292,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
293,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
294,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
295,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
296,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
297,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
298,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
299,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
300,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
301,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
302,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
303,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
304,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
305,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
306,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
307,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
308,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
309,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
310,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
311,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
312,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
313,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
314,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
315,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
316,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
317,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
318,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
319,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
320,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
321,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
322,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
323,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
324,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
325,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
326,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
327,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
328,B,薄雾灰,石黑,AZ32GCY0000296,燃油,两驱
329,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
330,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
331,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
332,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
333,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
334,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
335,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
336,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
337,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
338,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
339,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
340,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
341,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
342,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
343,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
344,A,天空灰,无对比颜色,BZ12GCY0000307,燃油,两驱
345,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
346,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
347,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
348,A,闪耀黑,无对比颜色,BZ12GCY0000242,燃油,两驱
349,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
350,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
351,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
352,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
353,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
354,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
355,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
356,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
357,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
358,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
359,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
360,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
361,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
362,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
363,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
364,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
365,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
366,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
367,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
368,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
369,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
370,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
371,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
372,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
373,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
374,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
375,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
376,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
377,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
378,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
379,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
380,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
381,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
382,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
383,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
384,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
385,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
386,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
387,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
388,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
389,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
390,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
391,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
392,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
393,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
394,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
395,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
396,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
397,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
398,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
399,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
400,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
