,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
40,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
41,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
42,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
43,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
44,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
45,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
46,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
47,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
48,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
49,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
50,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
51,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
52,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
53,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
54,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
55,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
56,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
57,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
58,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
59,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
60,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
61,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
62,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
63,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
64,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
65,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
66,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
67,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
68,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
69,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
70,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
71,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
72,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
73,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
74,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
75,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
76,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
77,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
78,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
79,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
80,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
81,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
82,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
83,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
84,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
85,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
86,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
87,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
88,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
89,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
90,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
91,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
92,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
93,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
94,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
95,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
96,B,明亮红,石黑,AZ64GCY0000282,燃油,四驱
97,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
98,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
99,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
100,A,闪耀黑,无对比颜色,BZ12GCY0000241,燃油,两驱
101,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
102,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
103,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
104,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
105,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
106,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
107,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
108,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
109,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
110,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
111,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
112,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
113,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
114,B,闪耀黑,无对比颜色,AZ32GCY0000265,燃油,两驱
115,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
116,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
117,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
118,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
119,A,闪耀黑,无对比颜色,BZ12GCY0000237,燃油,两驱
120,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
121,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
122,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
123,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
124,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
125,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
126,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
127,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
128,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
129,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
130,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
131,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
132,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
133,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
134,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
135,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
136,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
137,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
138,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
139,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
140,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
141,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
142,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
143,A,闪耀黑,无对比颜色,BZ12GCY0000247,燃油,两驱
144,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
145,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
146,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
147,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
148,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
149,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
150,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
151,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
152,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
153,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
154,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
155,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
156,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
157,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
158,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
159,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
160,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
161,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
162,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
163,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
164,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
165,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
166,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
167,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
168,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
169,B,薄雾灰,石黑,AZ32GCY0000267,燃油,两驱
170,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
171,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
172,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
173,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
174,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
175,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
176,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
177,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
178,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
179,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
180,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
181,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
182,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
183,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
184,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
185,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
186,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
187,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
188,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
189,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
190,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
191,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
192,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
193,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
194,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
195,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
196,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
197,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
198,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
199,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
200,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
201,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
202,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
203,A,闪耀黑,无对比颜色,BZ12GCY0000247,燃油,两驱
204,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
205,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
206,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
207,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
208,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
209,A,水晶珍珠白,石黑,AZ62GCY0000239,燃油,两驱
210,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
211,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
212,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
213,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
214,B,明亮红,石黑,AZ32GCY0000297,燃油,两驱
215,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
216,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
217,B,水晶珍珠白,石黑,AZ32GCY0000268,燃油,两驱
218,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
219,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
220,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
221,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
222,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
223,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
224,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
225,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
226,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
227,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
228,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
229,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
230,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
231,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
232,A,闪耀黑,无对比颜色,BZ12GCY0000247,燃油,两驱
233,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
234,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
235,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
236,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
237,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
238,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
239,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
240,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
241,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
242,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
243,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
244,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
245,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
246,B,液态灰,无对比颜色,AZ32GCY0000290,燃油,两驱
247,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
248,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
249,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
250,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
251,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
252,A,闪耀黑,无对比颜色,BZ12GCY0000242,燃油,两驱
253,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
254,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
255,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
256,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
257,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
258,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
259,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
260,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
261,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
262,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
263,A,明亮红,石黑,BZ14GCY0000295,燃油,四驱
264,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
265,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
266,A,闪耀黑,无对比颜色,BZ12GCY0000241,燃油,两驱
267,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
268,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
269,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
270,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
271,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
272,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
273,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
274,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
275,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
276,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
277,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
278,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
279,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
280,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
281,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
282,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
283,A,闪耀黑,无对比颜色,BZ12GCY0000247,燃油,两驱
284,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
285,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
286,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
287,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
288,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
289,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
290,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
291,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
292,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
293,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
294,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
295,A,天空灰,无对比颜色,BZ12GCY0000307,燃油,两驱
296,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
297,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
298,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
299,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
300,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
301,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
302,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
303,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
304,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
305,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
306,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
307,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
308,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
309,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
310,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
311,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
312,B,液态灰,无对比颜色,AZ32GCY0000290,燃油,两驱
313,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
314,B,水晶珍珠白,石黑,AZ32GCY0000268,燃油,两驱
315,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
316,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
317,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
318,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
319,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
320,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
321,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
322,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
323,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
324,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
325,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
326,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
327,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
328,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
329,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
330,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
331,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
332,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
333,B,闪耀黑,无对比颜色,AZ62GCY0000259,燃油,两驱
334,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
335,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
336,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
337,A,探索绿,闪耀黑,BZ14GCY0000270,燃油,四驱
338,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
339,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
340,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
341,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
342,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
343,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
344,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
345,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
346,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
347,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
348,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
349,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
350,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
351,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
352,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
353,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
354,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
355,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
356,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
357,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
358,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
359,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
360,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
361,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
362,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
363,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
364,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
365,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
366,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
367,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
368,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
369,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
370,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
371,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
372,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
373,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
374,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
375,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
376,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
377,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
378,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
379,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
380,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
381,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
382,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
383,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
384,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
385,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
386,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
387,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
388,B,闪耀黑,石黑,AZ32GCY0000310,燃油,两驱
389,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
390,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
391,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
392,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
393,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
394,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
395,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
396,B,水晶珍珠白,石黑,AZ32GCY0000268,燃油,两驱
397,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
398,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
