,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
303,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
304,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
305,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
306,B,明亮红,石黑,AZ64GCY0000282,燃油,四驱
307,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
308,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
309,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
310,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
311,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
312,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
313,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
314,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
315,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
316,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
317,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
318,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
319,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
320,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
321,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
322,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
323,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
324,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
325,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
326,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
327,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
328,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
329,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
330,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
331,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
332,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
333,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
334,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
335,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
336,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
337,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
338,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
339,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
340,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
341,A,闪耀黑,无对比颜色,BZ12GCY0000241,燃油,两驱
342,B,水晶珍珠白,石黑,AZ64GCY0000303,燃油,四驱
343,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
344,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
345,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
346,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
347,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
348,B,闪耀黑,无对比颜色,AZ64GCY0000294,燃油,四驱
349,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
350,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
351,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
352,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
353,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
354,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
355,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
356,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
357,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
358,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
359,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
360,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
361,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
362,B,明亮红,石黑,AZ32GCY0000297,燃油,两驱
363,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
364,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
365,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
366,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
367,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
368,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
369,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
370,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
371,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
372,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
373,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
374,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
375,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
376,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
377,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
378,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
379,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
380,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
381,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
382,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
383,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
384,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
385,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
386,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
387,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
388,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
389,A,明亮红,石黑,BZ14GCY0000295,燃油,四驱
390,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
391,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
392,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
393,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
394,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
395,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
396,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
397,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
398,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
399,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
