,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
59,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
60,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
61,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
62,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
63,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
64,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
65,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
66,A,水晶珍珠白,无对比颜色,BZ12GCY0000244,燃油,两驱
67,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
68,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
69,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
70,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
71,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
72,A,天空灰,石黑,BZ12GCY0000291,燃油,两驱
73,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
74,B,明亮红,石黑,AZ64GCY0000282,燃油,四驱
75,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
76,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
77,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
78,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
79,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
80,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
81,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
82,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
83,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
84,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
85,A,天空灰,无对比颜色,BZ12GCY0000307,燃油,两驱
86,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
87,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
88,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
89,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
90,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
91,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
92,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
93,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
94,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
95,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
96,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
97,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
98,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
99,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
100,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
101,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
102,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
103,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
104,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
105,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
106,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
107,B,闪耀黑,无对比颜色,AZ62GCY0000259,燃油,两驱
108,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
109,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
110,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
111,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
112,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
113,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
114,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
115,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
116,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
117,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
118,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
119,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
120,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
121,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
122,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
123,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
124,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
125,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
126,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
127,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
128,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
129,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
130,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
131,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
132,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
133,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
134,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
135,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
136,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
137,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
138,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
139,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
140,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
141,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
142,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
143,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
144,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
145,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
146,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
147,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
148,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
149,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
150,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
151,B,水晶珍珠白,石黑,AZ32GCY0000283,燃油,两驱
152,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
153,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
154,A,水晶珍珠白,石黑,AZ64GCY0000289,燃油,四驱
155,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
156,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
157,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
158,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
159,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
160,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
161,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
162,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
163,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
164,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
165,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
166,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
167,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
168,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
169,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
170,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
171,B,液态灰,无对比颜色,AZ32GCY0000290,燃油,两驱
172,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
173,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
174,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
175,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
176,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
177,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
178,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
179,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
180,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
181,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
182,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
183,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
184,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
185,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
186,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
187,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
188,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
189,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
190,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
191,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
192,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
193,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
194,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
195,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
196,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
197,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
198,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
199,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
200,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
201,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
202,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
203,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
204,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
205,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
206,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
207,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
208,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
209,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
210,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
211,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
212,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
213,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
214,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
215,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
216,A,水晶珍珠白,无对比颜色,BZ12GCY0000244,燃油,两驱
217,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
218,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
219,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
220,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
221,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
222,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
223,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
224,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
225,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
226,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
227,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
228,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
229,B,液态灰,无对比颜色,AZ32GCY0000290,燃油,两驱
230,B,明亮红,石黑,AZ32GCY0000297,燃油,两驱
231,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
232,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
233,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
234,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
235,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
236,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
237,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
238,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
239,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
240,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
241,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
242,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
243,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
244,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
245,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
246,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
247,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
248,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
249,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
250,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
251,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
252,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
253,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
254,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
255,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
256,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
257,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
258,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
259,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
260,A,水晶珍珠白,无对比颜色,BZ12GCY0000244,燃油,两驱
261,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
262,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
263,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
264,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
265,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
266,A,天空灰,无对比颜色,BZ12GCY0000307,燃油,两驱
267,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
268,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
269,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
270,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
271,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
272,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
273,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
274,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
275,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
276,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
277,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
278,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
279,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
280,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
281,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
282,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
283,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
284,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
285,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
286,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
287,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
288,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
289,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
290,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
291,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
292,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
293,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
294,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
295,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
296,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
297,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
298,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
299,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
300,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
301,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
302,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
303,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
304,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
305,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
306,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
307,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
308,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
309,A,天空灰,石黑,BZ12GCY0000291,燃油,两驱
310,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
311,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
312,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
313,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
314,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
315,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
316,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
317,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
318,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
319,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
320,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
321,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
322,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
323,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
324,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
325,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
326,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
327,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
328,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
329,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
330,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
331,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
332,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
333,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
334,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
335,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
336,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
337,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
338,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
339,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
340,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
341,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
342,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
343,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
344,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
345,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
346,A,水晶珍珠白,石黑,AZ64GCY0000289,燃油,四驱
347,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
348,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
349,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
350,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
351,B,水晶珍珠白,石黑,AZ32GCY0000268,燃油,两驱
352,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
353,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
354,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
355,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
356,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
357,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
358,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
359,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
360,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
361,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
362,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
363,B,液态灰,无对比颜色,AZ32GCY0000290,燃油,两驱
364,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
365,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
366,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
367,B,薄雾灰,石黑,AZ32GCY0000240,燃油,两驱
368,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
369,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
370,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
371,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
372,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
373,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
374,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
375,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
376,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
377,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
378,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
379,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
380,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
381,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
382,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
383,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
384,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
385,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
386,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
387,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
388,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
389,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
390,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
391,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
392,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
393,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
394,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
395,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
396,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
397,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
