,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
121,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
122,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
123,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
124,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
125,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
126,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
127,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
128,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
129,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
130,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
131,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
132,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
133,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
134,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
135,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
136,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
137,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
138,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
139,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
140,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
141,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
142,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
143,B,闪耀黑,无对比颜色,AZ64GCY0000294,燃油,四驱
144,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
145,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
146,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
147,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
148,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
149,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
150,B,液态灰,无对比颜色,AZ32GCY0000290,燃油,两驱
151,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
152,A,水晶珍珠白,石黑,AZ64GCY0000289,燃油,四驱
153,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
154,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
155,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
156,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
157,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
158,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
159,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
160,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
161,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
162,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
163,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
164,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
165,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
166,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
167,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
168,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
169,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
170,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
171,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
172,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
173,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
174,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
175,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
176,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
177,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
178,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
179,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
180,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
181,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
182,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
183,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
184,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
185,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
186,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
187,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
188,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
189,B,薄雾灰,石黑,AZ32GCY0000296,燃油,两驱
190,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
191,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
192,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
193,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
194,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
195,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
196,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
197,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
198,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
199,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
200,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
201,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
202,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
203,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
204,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
205,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
206,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
207,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
208,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
209,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
210,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
211,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
212,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
213,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
214,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
215,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
216,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
217,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
218,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
219,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
220,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
221,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
222,B,薄雾灰,石黑,AZ32GCY0000240,燃油,两驱
223,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
224,B,水晶珍珠白,石黑,AZ32GCY0000268,燃油,两驱
225,A,水晶珍珠白,石黑,AZ62GCY0000239,燃油,两驱
226,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
227,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
228,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
229,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
230,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
231,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
232,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
233,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
234,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
235,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
236,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
237,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
238,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
239,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
240,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
241,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
242,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
243,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
244,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
245,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
246,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
247,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
248,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
249,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
250,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
251,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
252,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
253,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
254,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
255,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
256,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
257,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
258,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
259,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
260,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
261,B,水晶珍珠白,石黑,AZ32GCY0000268,燃油,两驱
262,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
263,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
264,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
265,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
266,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
267,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
268,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
269,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
270,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
271,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
272,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
273,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
274,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
275,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
276,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
277,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
278,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
279,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
280,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
281,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
282,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
283,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
284,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
285,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
286,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
287,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
288,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
289,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
290,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
291,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
292,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
293,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
294,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
295,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
296,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
297,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
298,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
299,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
300,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
301,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
302,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
303,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
304,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
305,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
306,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
307,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
308,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
309,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
310,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
311,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
312,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
313,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
314,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
315,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
316,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
317,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
318,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
319,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
320,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
321,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
322,B,水晶珍珠白,石黑,AZ32GCY0000268,燃油,两驱
323,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
324,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
325,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
326,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
327,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
328,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
329,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
330,A,天空灰,无对比颜色,BZ12GCY0000307,燃油,两驱
331,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
332,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
333,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
334,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
335,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
336,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
337,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
338,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
339,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
340,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
341,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
342,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
343,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
344,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
345,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
346,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
347,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
348,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
349,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
350,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
351,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
352,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
353,A,闪耀黑,无对比颜色,BZ12GCY0000247,燃油,两驱
354,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
355,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
356,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
357,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
358,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
359,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
360,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
361,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
362,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
363,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
364,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
365,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
366,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
367,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
368,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
369,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
370,A,天空灰,无对比颜色,BZ12GCY0000266,燃油,两驱
371,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
372,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
373,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
374,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
375,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
376,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
377,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
378,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
379,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
380,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
381,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
382,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
383,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
384,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
385,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
386,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
387,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
388,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
389,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
390,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
391,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
392,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
393,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
394,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
395,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
396,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
397,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
398,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
