,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
200,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
201,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
202,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
203,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
204,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
205,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
206,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
207,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
208,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
209,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
210,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
211,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
212,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
213,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
214,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
215,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
216,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
217,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
218,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
219,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
220,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
221,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
222,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
223,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
224,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
225,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
226,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
227,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
228,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
229,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
230,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
231,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
232,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
233,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
234,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
235,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
236,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
237,A,天空灰,无对比颜色,BZ12GCY0000266,燃油,两驱
238,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
239,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
240,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
241,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
242,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
243,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
244,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
245,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
246,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
247,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
248,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
249,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
250,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
251,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
252,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
253,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
254,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
255,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
256,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
257,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
258,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
259,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
260,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
261,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
262,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
263,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
264,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
265,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
266,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
267,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
268,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
269,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
270,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
271,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
272,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
273,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
274,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
275,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
276,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
277,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
278,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
279,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
280,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
281,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
282,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
283,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
284,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
285,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
286,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
287,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
288,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
289,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
290,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
291,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
292,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
293,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
294,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
295,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
296,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
297,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
298,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
299,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
300,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
301,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
302,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
303,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
304,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
305,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
306,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
307,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
308,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
309,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
310,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
311,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
312,A,水晶珍珠白,石黑,AZ64GCY0000289,燃油,四驱
313,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
314,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
315,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
316,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
317,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
318,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
319,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
320,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
321,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
322,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
323,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
324,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
325,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
326,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
327,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
328,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
329,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
330,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
331,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
332,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
333,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
334,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
335,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
336,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
337,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
338,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
339,B,闪耀黑,无对比颜色,AZ64GCY0000280,燃油,四驱
340,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
341,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
342,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
343,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
344,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
345,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
346,A,闪耀黑,无对比颜色,BZ12GCY0000247,燃油,两驱
347,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
348,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
349,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
350,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
351,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
352,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
353,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
354,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
355,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
356,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
357,B,水晶珍珠白,石黑,AZ32GCY0000261,燃油,两驱
358,A,水晶珍珠白,无对比颜色,BZ12GCY0000244,燃油,两驱
359,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
360,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
361,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
362,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
363,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
364,B,液态灰,无对比颜色,AZ32GCY0000290,燃油,两驱
365,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
366,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
367,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
368,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
369,A,闪耀黑,无对比颜色,BZ12GCY0000247,燃油,两驱
370,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
371,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
372,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
373,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
374,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
375,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
376,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
377,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
378,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
379,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
380,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
381,A,天空灰,无对比颜色,BZ12GCY0000307,燃油,两驱
382,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
383,B,水晶珍珠白,石黑,AZ32GCY0000283,燃油,两驱
384,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
385,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
386,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
387,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
388,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
389,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
390,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
391,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
392,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
393,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
394,A,水晶珍珠白,石黑,AZ62GCY0000239,燃油,两驱
395,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
396,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
397,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
398,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
399,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
