,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
83,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
84,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
85,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
86,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
87,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
88,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
89,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
90,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
91,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
92,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
93,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
94,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
95,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
96,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
97,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
98,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
99,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
100,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
101,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
102,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
103,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
104,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
105,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
106,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
107,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
108,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
109,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
110,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
111,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
112,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
113,A,探索绿,闪耀黑,BZ14GCY0000270,燃油,四驱
114,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
115,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
116,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
117,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
118,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
119,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
120,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
121,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
122,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
123,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
124,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
125,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
126,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
127,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
128,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
129,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
130,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
131,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
132,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
133,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
134,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
135,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
136,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
137,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
138,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
139,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
140,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
141,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
142,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
143,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
144,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
145,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
146,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
147,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
148,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
149,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
150,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
151,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
152,A,水晶珍珠白,石黑,AZ64GCY0000289,燃油,四驱
153,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
154,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
155,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
156,B,薄雾灰,石黑,AZ32GCY0000267,燃油,两驱
157,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
158,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
159,A,水晶珍珠白,石黑,AZ62GCY0000239,燃油,两驱
160,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
161,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
162,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
163,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
164,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
165,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
166,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
167,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
168,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
169,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
170,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
171,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
172,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
173,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
174,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
175,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
176,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
177,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
178,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
179,A,闪耀黑,无对比颜色,BZ12GCY0000242,燃油,两驱
180,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
181,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
182,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
183,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
184,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
185,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
186,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
187,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
188,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
189,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
190,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
191,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
192,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
193,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
194,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
195,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
196,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
197,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
198,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
199,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
200,B,闪耀黑,无对比颜色,AZ62GCY0000259,燃油,两驱
201,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
202,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
203,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
204,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
205,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
206,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
207,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
208,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
209,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
210,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
211,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
212,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
213,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
214,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
215,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
216,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
217,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
218,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
219,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
220,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
221,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
222,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
223,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
224,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
225,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
226,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
227,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
228,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
229,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
230,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
231,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
232,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
233,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
234,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
235,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
236,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
237,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
238,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
239,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
240,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
241,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
242,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
243,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
244,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
245,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
246,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
247,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
248,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
249,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
250,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
251,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
252,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
253,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
254,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
255,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
256,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
257,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
258,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
259,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
260,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
261,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
262,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
263,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
264,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
265,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
266,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
267,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
268,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
269,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
270,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
271,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
272,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
273,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
274,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
275,B,水晶珍珠白,石黑,AZ32GCY0000283,燃油,两驱
276,A,水晶珍珠白,无对比颜色,BZ12GCY0000244,燃油,两驱
277,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
278,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
279,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
280,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
281,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
282,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
283,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
284,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
285,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
286,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
287,B,液态灰,无对比颜色,AZ32GCY0000290,燃油,两驱
288,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
289,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
290,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
291,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
292,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
293,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
294,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
295,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
296,A,探索绿,闪耀黑,BZ14GCY0000270,燃油,四驱
297,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
298,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
299,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
300,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
301,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
302,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
303,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
304,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
305,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
306,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
307,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
308,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
309,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
310,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
311,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
312,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
313,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
314,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
315,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
316,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
317,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
318,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
319,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
320,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
321,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
322,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
323,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
324,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
325,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
326,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
327,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
328,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
329,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
330,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
331,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
332,B,薄雾灰,石黑,AZ32GCY0000267,燃油,两驱
333,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
334,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
335,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
336,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
337,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
338,B,液态灰,无对比颜色,AZ32GCY0000290,燃油,两驱
339,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
340,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
341,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
342,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
343,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
344,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
345,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
346,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
347,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
348,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
349,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
350,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
351,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
352,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
353,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
354,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
355,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
356,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
357,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
358,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
359,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
360,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
361,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
362,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
363,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
364,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
365,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
366,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
367,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
368,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
369,B,闪耀黑,石黑,AZ32GCY0000310,燃油,两驱
370,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
371,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
372,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
373,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
374,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
375,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
376,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
377,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
378,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
379,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
380,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
381,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
382,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
383,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
384,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
385,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
386,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
387,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
388,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
389,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
390,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
391,B,闪耀黑,无对比颜色,AZ32GCY0000265,燃油,两驱
392,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
393,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
394,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
395,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
396,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
397,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
398,B,闪耀黑,无对比颜色,AZ64GCY0000280,燃油,四驱
399,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
400,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
